,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot
630,5,4,3,1,3,1,2,2,1,1
631,0,5,2,1,2,1,1,2,1,1
632,5,4,3,1,2,1,1,2,1,1
633,1,4,2,1,2,1,2,2,1,1
634,1,3,2,1,1,1,1,2,1,1
635,5,3,3,1,3,1,1,2,1,1
636,3,0,1,2,3,1,2,2,1,1
637,2,3,1,1,2,1,2,2,1,1
638,1,3,2,1,2,1,1,2,1,1
639,0,5,2,1,3,1,1,2,1,1
640,1,4,2,1,2,1,1,2,1,1
641,5,4,3,2,2,1,2,2,1,1
642,0,5,2,1,3,1,1,2,1,1
643,1,4,2,1,3,1,2,2,1,1
644,2,0,1,1,3,1,1,2,1,1
645,3,0,1,2,2,1,2,2,1,1
646,2,3,1,2,3,2,2,2,1,1
647,1,4,2,1,3,1,1,2,1,1
648,5,4,3,1,2,1,2,2,1,1
649,1,0,2,1,2,1,2,2,1,1
650,1,3,2,1,2,1,2,2,1,1
651,1,0,1,1,2,1,2,2,1,1
652,0,5,2,1,2,1,2,2,1,1
653,2,0,1,2,3,1,1,2,1,1
654,1,3,2,1,3,1,1,2,1,1
655,0,5,2,1,3,1,1,2,1,1
656,5,4,3,1,2,1,2,2,1,1
657,1,0,2,1,3,1,2,2,1,1
658,2,3,1,1,2,1,2,2,1,1
659,1,3,2,1,2,1,2,2,1,1
660,0,5,1,1,3,1,2,2,1,1
661,2,0,1,2,3,3,2,2,1,1
662,2,3,2,1,3,1,1,2,1,1
663,0,5,2,1,3,1,1,2,1,1
664,2,3,2,1,3,1,1,2,1,1
665,5,0,3,1,2,1,2,2,1,1
666,0,5,2,1,1,1,2,2,1,1
667,1,0,2,1,2,1,2,2,1,1
668,2,0,1,1,2,1,2,2,1,1
669,1,3,2,1,1,1,1,2,1,1
670,1,3,2,1,1,1,1,2,1,1
671,5,0,3,1,2,1,2,2,1,1
672,1,3,2,1,2,1,2,2,1,1
673,2,4,2,2,3,1,2,2,1,1
674,0,5,2,2,3,1,1,2,1,1
675,1,4,2,1,3,1,1,2,1,1
676,0,5,2,1,3,1,1,2,1,1
677,0,5,2,1,3,1,1,2,1,1
678,5,4,3,1,2,1,2,2,1,1
679,2,0,1,2,2,1,2,2,1,1
680,5,3,3,1,2,1,1,2,1,1
681,2,3,2,1,2,1,1,2,1,1
682,5,3,3,1,2,1,1,2,1,1
683,5,4,3,1,2,1,1,1,1,1
684,5,4,3,1,3,1,2,2,1,1
685,2,2,1,2,3,2,2,2,1,1
686,0,5,2,1,2,1,1,2,1,1
687,0,5,1,1,2,1,1,2,1,1
688,0,5,2,1,2,1,1,2,1,1
689,5,4,3,1,2,1,1,1,1,1
690,0,5,2,1,3,1,1,2,1,1
691,5,4,3,1,2,1,1,1,1,1
692,2,2,1,1,3,1,2,2,1,1
693,0,5,2,1,1,1,1,2,1,1
694,0,5,2,1,3,1,1,2,1,1
695,5,4,3,1,2,1,1,1,1,1
696,1,4,2,2,3,3,1,2,1,1
697,0,5,2,1,3,1,1,2,1,1
698,2,3,2,1,2,1,1,2,1,1
699,2,2,1,2,3,1,2,2,1,1
700,0,5,2,1,3,1,1,2,1,1
701,5,4,3,1,2,1,1,1,1,1
702,1,4,2,1,3,1,1,2,1,1
703,0,5,2,1,3,1,1,2,1,1
704,2,3,2,1,3,1,1,2,1,1
705,1,3,2,1,3,1,1,2,1,1
706,2,3,2,1,3,1,1,2,1,1
707,2,2,1,2,2,1,2,2,1,1
708,2,0,1,1,3,1,1,2,1,1
709,5,4,3,1,2,1,1,1,1,1
710,1,4,2,2,2,2,1,2,1,1
711,2,3,2,1,2,1,1,2,1,1
712,0,5,2,1,2,1,1,2,1,1
713,0,5,2,1,2,1,1,2,1,1
714,0,5,2,1,3,1,1,2,1,1
715,0,5,2,1,3,1,1,2,1,1
716,2,4,2,1,2,1,1,2,1,1
717,2,0,1,2,2,3,2,2,1,1
718,2,4,2,1,3,1,1,2,1,1
719,2,0,1,1,2,1,2,2,1,1
720,1,4,2,1,3,1,1,2,1,1
721,5,3,3,1,3,1,1,2,1,1
722,1,3,2,1,3,1,1,2,1,1
723,0,5,2,1,2,1,1,2,1,1
724,0,5,2,1,3,1,1,2,1,1
725,2,0,1,1,3,1,1,2,1,1
726,5,4,3,1,2,1,1,1,1,1
727,1,3,2,1,3,1,1,2,1,1
728,5,0,3,1,1,1,2,2,1,1
729,5,4,3,1,1,1,1,2,1,1
730,2,0,1,1,3,1,2,2,1,1
731,5,4,3,1,1,1,1,2,1,1
732,1,4,2,1,2,1,1,2,1,1
733,2,3,2,1,2,1,1,2,1,1
734,2,4,1,2,3,1,1,2,1,1
735,2,0,0,2,3,1,2,2,1,1
736,5,4,3,1,3,1,1,1,1,1
737,2,3,2,1,2,1,1,2,1,1
738,1,0,2,1,3,1,1,2,1,1
739,2,3,2,1,3,1,1,2,1,1
740,5,4,3,1,3,1,1,2,1,1
741,5,4,3,1,2,1,1,1,1,1
742,0,5,2,1,2,1,1,2,1,1
743,3,0,1,1,3,1,2,2,1,1
744,2,4,2,1,3,1,1,2,1,1
745,5,4,3,1,3,1,1,2,1,1
746,5,3,3,1,1,1,1,2,1,1
747,2,0,2,1,1,1,2,2,1,1
748,2,0,1,1,2,1,2,2,1,1
749,5,4,3,1,2,1,1,1,1,1
750,1,3,2,2,2,1,1,2,1,1
751,1,3,2,1,3,1,1,2,1,1
752,2,4,1,1,3,1,1,2,1,1
753,5,3,3,1,2,1,1,1,1,1
754,5,3,3,1,2,1,1,2,1,1
755,3,0,0,1,3,1,2,2,1,1
756,2,0,2,1,3,1,1,2,1,1
757,1,4,2,1,3,1,1,2,1,1
758,5,4,3,2,2,1,1,2,1,1
759,2,3,2,1,3,1,2,2,1,1
760,1,4,2,1,2,1,2,2,1,1
761,5,1,3,1,2,1,1,1,1,1
762,1,3,2,1,3,1,1,2,1,1
763,2,4,1,1,3,1,2,2,1,1
764,1,3,2,1,3,1,1,2,1,1
765,5,3,3,1,3,1,1,2,1,1
766,5,4,3,1,2,1,2,1,1,1
767,5,4,3,1,2,1,1,1,1,1
768,2,0,2,1,1,1,2,2,1,1
769,2,4,1,1,3,1,1,2,1,1
770,5,4,3,1,3,1,1,2,1,1
771,1,3,1,1,3,1,2,2,1,1
772,2,3,1,1,3,1,2,2,1,1
773,5,0,3,1,2,1,1,1,1,1
774,0,5,2,1,2,1,1,2,1,1
775,3,0,1,2,3,1,2,2,1,1
776,2,3,2,1,3,1,1,2,1,1
777,5,1,3,1,3,1,2,1,1,1
778,2,0,1,1,2,1,1,2,1,1
779,2,3,2,1,3,1,1,2,1,1
780,0,5,2,1,3,1,1,2,1,1
781,2,4,1,1,3,1,2,2,1,1
782,5,4,3,1,2,1,1,2,1,1
783,2,0,1,1,3,1,2,2,1,1
784,1,3,2,1,3,1,1,2,1,1
785,2,3,2,1,2,1,2,2,1,1
786,5,4,3,1,3,1,1,1,1,1
787,2,3,2,1,3,1,1,2,1,1
788,3,0,1,2,2,1,2,2,1,1
789,2,0,1,2,3,3,1,2,1,1
790,0,5,2,1,2,1,1,2,1,1
791,5,0,3,1,3,1,2,1,1,1
792,2,0,1,1,3,1,2,2,1,1
793,1,3,2,1,2,1,1,2,1,1
794,2,4,2,1,1,1,2,2,1,1
795,5,4,3,1,2,1,1,2,1,1
796,2,3,2,1,1,1,2,2,1,1
797,1,3,2,1,2,1,1,2,1,1
798,0,5,2,1,2,1,2,2,1,1
799,5,4,3,1,3,1,1,1,1,1
800,1,3,2,1,2,1,1,2,1,1
801,3,0,2,2,2,1,2,2,1,1
802,3,0,1,1,3,1,2,2,1,1
803,5,0,3,1,3,1,2,1,1,1
804,2,0,1,2,3,1,2,2,1,1
805,1,3,2,1,3,1,1,2,1,1
806,2,4,2,1,2,1,2,2,1,1
807,5,4,3,1,2,1,1,2,1,1
808,2,3,2,1,3,1,2,2,1,1
809,5,4,3,1,2,1,1,1,1,1
810,1,0,2,1,1,1,1,2,1,1
811,3,0,1,1,2,1,2,2,1,1
812,3,0,0,2,2,1,2,2,1,1
813,5,0,3,1,2,1,2,1,1,1
814,2,0,0,2,2,3,2,2,1,1
815,3,4,1,1,2,1,2,2,1,1
816,5,3,3,1,2,1,1,1,1,1
817,5,4,3,1,3,1,1,2,1,1
818,2,0,1,1,3,1,2,2,1,1
819,5,4,3,1,3,1,1,1,1,1
820,3,0,2,2,3,1,2,2,1,1
821,3,0,2,1,2,1,2,2,1,1
822,1,0,2,1,2,1,2,2,1,1
823,2,0,0,1,2,1,2,2,1,1
824,3,4,1,1,3,1,2,2,1,1
825,5,3,3,1,3,1,1,1,1,1
826,2,3,1,1,3,1,1,2,1,1
827,5,4,3,1,3,1,1,1,1,1
828,5,4,3,1,3,1,2,1,1,1
829,2,4,1,1,3,1,2,2,1,1
830,5,4,3,1,2,1,1,1,1,1
831,5,0,3,1,2,1,2,2,1,1
832,4,0,1,1,2,1,2,2,1,1
833,1,0,2,1,3,1,2,2,1,1
834,1,0,1,1,2,1,2,2,1,1
835,3,0,1,1,3,1,2,2,1,1
836,5,4,3,1,2,1,1,1,1,1
837,2,3,1,2,3,1,2,2,1,1
838,5,4,3,1,2,1,2,1,1,1
839,0,5,2,1,3,1,1,2,1,1
840,2,4,2,1,1,3,2,2,1,1
841,5,4,3,1,2,1,1,1,1,1
842,4,0,1,2,2,1,2,2,1,1
843,1,3,2,1,2,1,2,2,1,1
844,3,0,1,2,3,3,2,2,1,1
845,5,4,3,1,3,1,1,1,1,1
846,1,0,1,1,2,1,2,2,1,1
847,5,4,3,1,2,1,2,1,1,1
848,2,3,1,1,3,1,1,2,1,1
849,1,3,2,1,3,1,1,2,1,1
850,5,4,3,1,2,1,1,1,1,1
851,4,0,1,2,2,1,2,2,1,1
852,1,3,2,1,2,1,2,2,1,1
853,5,4,3,1,3,1,2,2,1,1
854,3,0,1,1,3,1,2,2,1,1
855,5,4,3,2,2,1,1,1,1,1
856,1,0,1,2,3,1,2,2,1,1
857,5,4,3,1,2,1,2,1,1,1
858,2,3,1,1,3,1,2,2,1,1
859,1,3,2,1,3,1,1,2,1,1
860,5,4,3,1,2,1,1,1,1,1
861,4,0,1,1,1,1,2,2,1,1
862,5,3,3,1,1,1,2,2,1,1
863,5,4,3,2,3,1,2,2,1,1
864,3,4,1,2,2,1,2,2,1,1
865,5,4,3,1,3,1,1,1,1,1
866,2,3,1,1,2,1,2,2,1,1
867,5,3,3,1,2,1,2,1,1,1
868,2,0,2,1,2,1,2,2,1,1
869,5,3,3,1,1,1,1,2,1,1
870,0,5,2,1,2,1,1,2,1,1
871,5,4,3,1,2,1,2,1,1,1
872,5,4,3,1,2,1,2,2,1,1
873,3,4,1,2,2,1,2,2,1,1
874,1,4,2,2,2,1,1,2,1,1
875,1,3,2,1,1,1,2,2,1,1
876,5,4,3,1,2,1,2,1,1,1
877,0,5,2,1,3,1,1,2,1,1
878,5,4,3,1,3,1,1,1,1,1
879,5,4,3,1,2,1,2,2,1,1
880,2,0,1,2,2,1,2,2,1,1
881,5,4,3,1,2,1,1,2,1,1
882,0,5,2,1,2,1,2,2,1,1
883,5,4,3,1,2,1,2,1,1,1
884,1,3,2,1,3,1,1,2,1,1
885,2,4,2,2,3,1,2,2,1,1
886,2,1,2,1,3,1,1,2,1,1
887,2,3,2,1,3,1,1,2,1,1
888,1,4,2,1,2,1,1,2,1,1
889,5,4,3,1,2,1,2,2,1,1
890,2,0,1,1,2,1,2,2,1,1
891,5,4,3,1,2,1,1,2,1,1
892,5,3,3,1,2,1,2,1,1,1
893,1,4,2,1,3,1,2,2,1,1
894,1,4,1,1,3,1,1,2,1,1
895,5,3,3,1,2,1,1,2,1,1
896,1,4,2,1,3,1,1,2,1,1
897,5,4,3,1,2,1,2,2,1,1
898,2,0,2,1,3,1,2,2,1,1
899,5,4,3,1,2,1,1,2,1,1
900,5,3,3,1,3,1,2,1,1,1
901,0,5,2,1,3,1,1,2,1,1
902,1,4,2,1,2,1,2,2,1,1
903,1,4,2,1,2,1,1,2,1,1
904,1,3,2,1,3,1,1,2,1,1
905,1,4,2,1,1,1,1,2,1,1
906,0,5,2,1,3,1,1,2,1,1
907,1,4,2,1,2,1,1,2,1,1
908,2,0,1,1,3,1,2,2,1,1
909,5,4,3,1,2,1,1,2,1,1
910,5,4,3,1,3,1,2,1,1,1
911,1,4,2,1,3,1,1,2,1,1
912,1,4,2,1,3,1,2,2,1,1
913,5,4,3,1,3,1,1,2,1,1
914,1,3,2,1,2,1,1,2,1,1
915,2,4,2,1,3,1,1,2,1,1
916,5,4,3,2,3,1,1,2,1,1
917,5,4,3,1,3,1,1,2,1,1
918,2,0,2,1,2,1,2,2,1,1
919,5,4,3,1,2,1,1,2,1,1
920,5,4,3,1,2,1,2,1,1,1
921,2,4,1,1,3,1,1,2,1,1
922,2,0,1,2,2,1,2,2,1,1
923,4,4,2,2,2,1,1,2,1,1
924,5,3,3,1,2,1,1,2,1,1
925,1,3,1,1,2,1,1,2,1,1
926,5,4,3,1,2,1,1,2,1,1
927,5,4,3,1,2,1,1,2,1,1
928,2,0,2,1,3,1,2,2,1,1
929,2,0,1,2,2,1,2,2,1,1
930,2,4,2,2,2,3,2,2,1,1
931,4,1,2,1,2,1,1,2,1,1
932,1,3,2,1,3,1,1,2,1,1
933,2,3,1,1,3,1,1,2,1,1
934,1,4,2,1,2,1,1,2,1,1
935,5,3,3,1,2,1,1,2,1,1
936,5,3,3,1,3,1,1,1,1,1
937,2,4,2,1,3,1,1,2,1,1
938,2,4,1,1,1,1,2,2,1,1
939,1,3,1,1,2,1,2,2,1,1
940,1,4,2,1,3,1,1,2,1,1
941,0,5,1,2,2,1,2,2,1,1
942,5,4,3,1,3,1,1,2,1,1
943,0,5,2,1,3,1,1,2,1,1
944,1,4,1,1,3,1,1,2,1,1
945,5,3,3,2,1,1,2,2,1,1
946,1,4,2,1,2,1,2,2,1,1
947,5,4,3,1,2,1,1,2,1,1
948,0,5,1,1,2,1,2,2,1,1
949,1,4,2,1,2,1,1,2,1,1
950,0,5,2,1,3,1,1,2,1,1
951,2,0,2,1,3,1,1,2,1,1
952,1,4,2,1,2,1,1,2,1,1
953,0,5,2,1,3,1,1,2,1,1
954,1,4,2,2,2,1,2,2,1,1
955,1,4,1,1,3,1,1,2,1,1
956,1,3,2,1,2,1,2,2,1,1
957,1,4,2,1,3,1,1,2,1,1
958,2,0,1,1,2,1,1,2,1,1
959,3,0,1,1,3,1,1,2,1,1
960,5,3,3,1,3,1,1,2,1,1
961,1,3,2,1,3,1,1,2,1,1
962,5,4,3,1,1,1,2,2,1,1
963,2,4,2,1,2,1,1,2,1,1
964,1,4,2,2,3,1,2,2,1,1
965,1,4,2,1,3,1,1,2,1,1
966,2,0,2,1,2,1,2,2,1,1
967,4,4,1,1,3,1,2,2,1,1
968,2,0,1,1,2,1,1,2,1,1
969,1,3,2,1,3,1,1,2,1,1
970,2,0,1,1,3,1,1,2,1,1
971,3,4,2,1,3,1,1,2,1,1
972,5,4,3,1,2,1,2,2,1,1
973,1,4,2,1,2,1,1,2,1,1
974,5,4,3,1,1,1,1,2,1,1
975,1,4,2,1,3,1,2,2,1,1
976,4,4,1,1,3,1,2,2,1,1
977,2,3,2,1,2,1,2,2,1,1
978,2,0,1,2,3,1,2,2,1,1
979,2,3,0,2,3,1,1,2,1,1
980,5,2,3,1,3,1,1,1,1,1
981,1,3,2,1,2,1,1,2,1,1
982,5,4,3,1,2,1,1,2,1,1
983,5,0,3,1,1,1,2,2,1,1
984,4,4,1,2,2,1,2,2,1,1
985,0,5,2,1,2,1,2,2,1,1
986,2,4,1,1,2,1,2,2,1,1
987,3,1,0,2,3,1,2,2,1,1
988,0,5,2,1,2,1,1,2,1,1
989,1,1,2,1,3,1,2,2,1,1
990,0,5,2,1,3,1,1,2,1,1
991,5,3,3,1,2,1,1,2,1,1
992,5,3,3,1,3,1,2,2,1,1
993,4,3,1,1,2,1,2,2,1,1
994,5,4,3,1,1,1,2,2,1,1
995,2,0,1,1,3,1,2,2,1,1
996,3,2,1,2,3,1,2,2,2,1
997,4,1,2,1,2,1,2,2,1,1
998,0,5,2,1,3,1,1,2,1,1
999,5,3,3,1,2,1,1,2,1,1
1000,0,5,2,1,2,1,2,2,1,1
1001,2,0,1,1,2,1,2,2,1,1
1002,4,2,1,1,2,1,2,2,1,1
1003,3,1,2,2,2,1,2,2,1,1
1004,0,5,1,1,3,1,1,2,1,1
1005,5,4,3,1,2,1,2,1,1,1
1006,5,3,3,1,2,1,1,2,1,1
1007,0,5,2,1,1,1,2,2,1,1
1008,2,4,1,2,2,1,2,2,1,1
1009,3,2,1,2,2,1,2,2,1,1
1010,4,1,2,1,3,1,2,2,1,1
1011,1,3,2,1,3,1,1,2,1,1
1012,1,4,2,1,3,1,2,2,1,1
1013,5,3,3,1,1,1,2,2,1,1
1014,0,5,1,1,1,1,2,2,1,1
1015,4,2,1,1,2,1,2,2,1,1
1016,2,1,1,2,3,1,2,2,1,1
1017,1,3,2,1,2,1,1,2,1,1
1018,5,4,3,1,3,1,2,2,1,1
1019,5,3,3,1,2,1,1,2,1,1
1020,0,5,2,1,3,1,1,2,1,1
1021,5,4,3,1,3,1,1,1,1,1
1022,5,3,3,1,3,1,2,2,1,1
1023,4,0,1,2,3,1,2,2,2,1
1024,3,1,1,1,3,1,2,2,1,1
1025,5,4,3,1,2,1,2,2,1,1
1026,5,3,3,1,2,1,1,2,1,1
1027,5,4,3,1,3,1,1,1,1,1
1028,5,3,3,1,3,1,2,2,1,1
1029,4,0,1,2,3,1,2,2,1,1
1030,3,1,1,1,3,1,2,2,1,1
1031,5,4,3,1,3,1,2,2,1,1
1032,5,3,3,1,3,1,1,2,1,1
1033,5,4,3,1,3,1,1,1,1,1
1034,0,5,2,1,3,1,1,2,1,1
1035,4,0,1,2,2,3,2,2,1,1
1036,3,1,2,2,2,2,2,2,1,1
1037,5,4,3,1,2,1,2,2,1,1
1038,5,3,3,1,2,1,1,2,1,1
1039,1,4,1,1,3,1,1,2,1,1
1040,4,0,1,1,2,1,2,2,1,1
1041,3,1,2,2,2,1,2,2,1,1
1042,5,4,3,1,3,1,2,2,1,1
1043,5,3,3,1,3,1,1,2,1,1
1044,2,4,1,1,3,1,1,2,1,1
1045,4,0,1,1,2,1,2,2,1,1
1046,3,0,2,1,2,1,2,2,1,1
1047,5,4,3,1,3,1,2,2,1,1
1048,2,4,1,1,3,1,2,2,1,1
1049,1,3,2,1,2,1,1,2,1,1
1050,0,5,2,1,3,1,1,2,1,1
1051,4,0,1,2,2,1,2,2,1,1
1052,5,4,3,1,3,1,2,2,1,1
1053,2,0,2,1,3,1,2,2,1,1
1054,0,5,2,1,3,1,1,2,1,1
1055,0,5,2,1,2,1,1,2,1,1
1056,0,5,2,1,2,1,1,2,1,1
1057,0,5,1,1,3,1,1,2,1,1
1058,3,4,2,1,1,1,2,2,1,1
1059,2,0,1,1,3,1,2,2,1,1
1060,5,3,3,1,3,1,1,2,1,1
1061,1,3,2,1,3,1,1,2,1,1
1062,0,5,2,1,3,1,1,2,1,1
1063,5,4,3,1,2,1,2,1,1,1
1064,5,3,3,2,2,1,2,2,1,1
1065,1,4,2,1,3,1,1,2,1,1
1066,2,0,1,1,3,1,2,2,1,1
1067,5,3,3,1,2,1,1,2,1,1
1068,0,5,2,1,2,1,1,2,1,1
1069,1,3,2,1,2,1,1,2,1,1
1070,5,4,3,1,2,1,2,1,1,1
1071,0,5,1,1,3,1,1,2,1,1
1072,5,4,3,1,2,1,1,1,1,1
1073,5,0,3,1,2,1,1,2,1,1
1074,1,0,2,1,2,1,2,2,1,1
1075,0,5,2,1,3,1,1,2,1,1
1076,0,5,1,1,3,1,1,2,1,1
1077,0,5,2,1,3,1,1,2,1,1
1078,5,4,3,1,3,1,2,1,1,1
1079,1,3,2,1,3,1,1,2,1,1
1080,1,4,2,1,3,1,1,2,1,1
1081,5,0,3,1,3,1,1,2,1,1
1082,3,0,2,1,3,1,2,2,1,1
1083,0,5,2,1,3,1,1,2,1,1
1084,5,4,3,1,2,1,2,1,1,1
1085,1,3,2,1,2,1,1,2,1,1
1086,5,4,3,1,3,1,1,2,1,1
1087,1,0,2,1,2,1,2,2,1,1
1088,1,3,2,1,3,1,1,2,1,1
1089,5,4,3,1,2,1,2,1,1,1
1090,5,3,3,1,1,1,1,2,1,1
1091,5,4,3,1,1,1,1,2,1,1
1092,1,4,1,1,3,1,1,2,1,1
1093,5,0,3,1,3,1,2,1,1,1
1094,0,5,1,1,2,1,1,2,1,1
1095,5,4,3,1,2,1,1,2,1,1
1096,0,5,2,2,2,1,2,2,1,1
1097,1,4,2,1,2,1,1,2,1,1
1098,1,0,2,1,3,1,2,2,1,1
1099,0,5,2,2,2,1,1,2,1,1
1100,5,4,3,1,2,1,1,2,1,1
1101,5,3,3,1,2,1,1,2,1,1
1102,1,3,2,1,3,1,1,2,1,1
1103,0,5,2,1,3,1,1,2,1,1
1104,1,4,2,2,2,1,1,2,1,1
1105,5,0,3,1,2,1,2,2,1,1
1106,0,5,2,1,1,1,1,2,1,1
1107,5,4,3,1,2,1,1,2,1,1
1108,0,5,2,1,3,1,1,2,1,1
1109,5,3,3,1,2,1,1,2,1,1
1110,1,3,2,1,2,1,1,2,1,1
1111,5,0,3,1,2,1,2,2,1,1
1112,5,1,3,1,3,1,1,2,1,1
1113,0,5,2,1,1,1,1,2,1,1
1114,5,3,3,1,1,1,1,2,1,1
1115,5,4,3,1,2,1,1,2,1,1
1116,1,3,2,1,3,1,1,2,1,1
1117,5,0,3,1,3,1,2,2,1,1
1118,5,1,3,1,2,1,1,2,1,1
1119,0,5,2,1,3,1,1,2,1,1
1120,5,4,3,1,2,1,1,2,1,1
1121,1,3,2,1,2,1,1,2,1,1
1122,0,5,2,1,1,1,2,2,1,1
1123,5,4,3,1,2,1,1,2,1,1
1124,1,4,2,2,2,1,1,2,1,1
1125,0,5,2,1,3,1,1,2,1,1
1126,1,4,2,1,2,1,1,2,1,1
1127,0,5,2,1,2,1,2,2,1,1
1128,5,4,3,1,3,1,1,2,1,1
1129,1,4,2,2,3,1,1,2,1,1
1130,0,5,2,2,3,1,1,2,1,1
1131,1,4,2,1,3,1,1,2,1,1
1132,0,5,2,1,2,1,1,2,1,1
1133,5,4,3,1,3,1,1,1,1,1
1134,5,0,3,1,3,1,1,1,1,1
1135,5,0,3,1,3,1,1,1,1,1
1136,5,0,3,1,2,1,1,1,1,1
1137,5,0,3,1,2,1,1,1,1,1
1138,5,4,3,1,3,1,1,2,1,1
1139,2,0,1,1,3,1,2,2,1,1
1140,5,4,3,1,2,1,1,2,1,1
1141,2,3,2,1,2,1,1,2,1,1
1142,2,0,1,1,3,1,1,2,1,1
1143,1,0,2,1,3,1,1,2,1,1
1144,5,4,3,1,2,1,1,1,1,1
1145,5,4,3,1,2,1,1,1,1,1
1146,1,4,2,1,3,1,1,2,1,1
1147,0,5,2,1,3,1,1,2,1,1
1148,5,4,3,1,2,1,1,1,1,1
1149,5,4,3,1,3,1,1,2,1,1
1150,2,0,1,1,3,1,2,2,1,1
1151,5,4,3,1,2,1,1,2,1,1
1152,2,3,2,1,3,1,1,2,1,1
1153,2,0,1,1,3,1,2,2,1,1
1154,1,0,2,1,3,1,1,2,1,1
1155,5,4,3,1,2,1,1,1,1,1
1156,5,4,3,1,2,1,1,1,1,1
1157,5,4,3,1,2,1,1,2,1,1
1158,5,4,3,1,3,1,1,1,1,1
1159,2,1,2,1,3,1,2,2,1,1
1160,5,4,3,1,2,1,1,2,1,1
1161,1,3,2,2,2,1,1,2,1,1
1162,2,4,2,2,2,2,2,2,1,1
1163,1,3,2,1,2,1,1,2,1,1
1164,5,4,3,1,3,1,1,1,1,1
1165,5,4,3,1,3,1,1,1,1,1
1166,1,4,2,1,3,1,1,2,1,1
1167,4,0,1,1,3,1,1,2,1,1
1168,3,4,2,1,2,1,2,2,1,1
1169,5,4,3,1,2,1,1,2,1,1
1170,2,3,2,1,2,1,1,2,1,1
1171,1,4,2,2,2,3,2,2,1,1
1172,5,4,3,1,1,1,1,2,1,1
1173,2,4,2,1,1,1,1,2,1,1
1174,1,4,2,1,3,1,1,2,1,1
1175,2,0,1,2,3,1,1,2,1,1
1176,1,0,2,1,3,1,2,2,1,1
1177,5,4,3,1,2,1,2,1,1,1
1178,5,4,3,1,2,1,1,2,1,1
1179,1,3,2,1,2,1,1,2,1,1
1180,5,4,3,1,1,2,2,2,1,1
1181,1,4,2,1,3,1,1,2,1,1
1182,1,4,2,1,3,1,1,2,1,1
1183,2,2,1,2,3,1,2,2,1,1
1184,3,0,1,1,3,1,2,2,1,1
1185,5,4,3,1,2,1,2,1,1,1
1186,1,3,2,1,3,1,1,2,1,1
1187,5,4,3,1,3,1,1,2,1,1
1188,1,3,2,1,2,1,1,2,1,1
1189,5,4,3,1,3,1,2,2,1,1
1190,1,4,2,1,2,1,1,2,1,1
1191,1,4,2,1,2,1,1,2,1,1
1192,2,2,1,2,3,1,2,2,1,1
1193,3,0,1,1,2,1,2,2,1,1
1194,5,4,3,1,3,1,2,1,1,1
1195,1,3,2,1,3,1,1,2,1,1
1196,0,5,2,1,3,1,1,2,1,1
1197,0,5,2,1,2,1,1,2,1,1
1198,5,4,3,1,2,1,1,2,1,1
1199,5,3,3,1,1,1,1,2,1,1
1200,5,4,3,1,2,1,2,2,1,1
1201,5,4,3,1,1,1,1,2,1,1
1202,5,4,3,1,2,1,1,2,1,1
1203,2,0,1,2,2,1,2,2,1,1
1204,2,4,1,2,3,1,2,2,1,1
1205,5,4,3,1,2,1,2,1,1,1
1206,1,3,2,1,2,1,1,2,1,1
1207,2,3,2,1,3,1,1,2,1,1
1208,2,4,2,1,3,1,1,2,1,1
1209,5,4,3,1,2,1,2,2,1,1
1210,5,4,3,1,2,1,1,2,1,1
1211,5,4,3,1,1,1,1,2,1,1
1212,2,4,2,1,2,1,2,2,1,1
1213,2,4,2,1,2,1,2,2,1,1
1214,5,4,3,1,2,1,2,1,1,1
1215,2,4,2,1,3,1,1,2,1,1
1216,3,4,2,2,3,3,1,2,1,1
1217,0,5,2,1,3,1,1,2,1,1
1218,5,4,3,1,3,1,2,2,1,1
1219,5,4,3,1,2,1,1,2,1,1
1220,5,4,3,1,2,1,1,2,1,1
1221,2,2,1,2,2,1,2,2,1,1
1222,1,4,2,1,2,1,2,2,1,1
1223,5,4,3,1,3,1,2,1,1,1
1224,0,5,2,1,3,1,1,2,1,1
1225,2,0,1,1,3,1,1,2,1,1
1226,1,4,2,2,2,2,1,2,1,1
1227,2,3,2,1,3,1,1,2,1,1
1228,5,4,3,1,2,1,2,2,1,1
1229,5,4,3,1,2,1,1,2,1,1
1230,5,4,3,1,3,1,1,2,1,1
1231,2,2,1,2,2,1,2,2,1,1
1232,1,4,2,1,2,1,2,2,1,1
1233,5,4,3,1,3,1,2,1,1,1
1234,0,5,2,1,1,1,1,2,1,1
1235,2,0,1,1,3,1,2,2,1,1
1236,1,4,2,1,2,1,1,2,1,1
1237,2,3,2,1,3,1,1,2,1,1
1238,5,4,3,1,2,1,2,2,1,1
1239,5,4,3,1,2,1,1,2,1,1
1240,3,0,2,1,2,1,2,2,1,1
1241,1,4,2,1,1,1,2,2,1,1
1242,5,4,3,1,3,1,2,1,1,1
1243,5,3,3,1,2,1,1,2,1,1
1244,3,0,0,2,2,1,2,2,1,1
1245,2,0,1,1,3,1,1,2,1,1
1246,2,0,1,1,3,1,1,2,1,1
1247,3,4,1,1,3,1,1,2,1,1
1248,2,4,1,1,3,1,1,2,1,1
1249,5,4,3,1,2,1,1,2,1,1
1250,1,0,2,2,2,3,2,2,1,1
1251,1,4,2,1,3,1,2,2,1,1
