,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
462,1,0,0,0,0,0,0,0,0,0,0,1,1,0
463,0,1,1,1,0,0,0,0,0,0,0,0,0,0
464,1,1,1,0,0,0,0,0,0,0,0,1,1,0
465,0,1,1,1,0,0,0,0,0,0,0,1,1,0
466,0,0,1,1,1,0,0,0,0,0,0,1,1,1
467,0,0,0,0,0,1,1,1,0,0,0,0,0,0
468,0,0,0,0,0,1,1,1,0,0,0,1,1,0
469,0,0,0,0,1,1,0,0,0,0,0,1,1,0
470,0,0,0,1,1,0,0,0,0,0,0,1,1,0
471,0,0,0,0,1,1,0,0,0,0,0,0,0,0
472,0,1,1,0,0,0,1,1,0,0,0,1,1,0
473,0,0,0,0,1,1,0,0,0,0,0,1,1,0
474,0,0,0,0,0,1,1,1,0,0,1,1,1,0
475,0,0,0,1,1,0,0,0,0,0,0,1,1,0
476,0,0,0,0,0,0,1,1,0,0,0,1,1,0
477,0,0,0,0,1,1,1,0,0,0,0,1,1,0
478,1,1,1,1,0,0,0,0,0,0,0,1,1,0
479,0,0,1,1,0,0,0,0,0,0,0,1,1,0
480,0,0,0,1,1,0,0,0,0,0,0,1,1,0
481,0,0,1,1,0,0,0,0,0,0,0,1,1,0
482,1,1,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,1,1,0,0,0,0,0,0,1,1,0
484,0,0,1,1,0,0,0,0,0,0,0,0,0,0
485,1,1,0,0,0,0,0,0,0,0,0,0,0,0
486,1,1,0,0,0,0,0,0,0,1,1,1,1,0
487,1,1,0,0,0,0,0,0,0,0,0,0,0,0
488,0,1,1,1,0,0,0,0,0,0,0,1,1,0
489,1,1,0,0,0,0,0,0,0,0,0,1,1,0
490,1,1,0,0,0,0,0,0,0,0,0,1,1,0
491,0,0,1,1,0,0,0,0,0,0,0,1,1,0
492,0,0,0,0,0,0,1,1,0,0,0,1,1,0
493,0,0,1,1,0,0,0,0,0,0,0,1,1,0
494,0,1,1,0,1,1,0,0,0,0,0,0,0,0
495,1,1,0,0,1,1,0,0,0,0,0,1,1,0
496,1,1,0,0,0,0,0,0,0,0,0,1,1,0
497,1,1,0,0,0,0,0,0,0,0,0,1,1,0
498,0,0,1,1,0,0,1,1,0,0,0,1,1,0
499,0,0,0,1,1,0,0,0,0,0,0,1,1,0
500,0,1,1,0,0,0,0,0,0,1,1,1,1,0
501,0,0,0,0,0,0,1,1,0,0,0,0,0,0
502,1,1,0,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,1,1,0,0,0,0,0,0,0,0,0
504,0,1,1,1,0,0,0,0,0,0,0,1,1,0
505,0,0,0,0,0,0,0,0,0,1,1,1,1,0
506,0,0,0,0,1,1,1,1,0,0,1,1,1,0
507,0,1,1,1,0,0,0,0,0,0,0,1,1,0
508,0,0,0,0,0,1,1,0,0,0,0,0,0,0
509,0,1,1,0,1,1,0,0,0,0,0,1,1,0
510,1,1,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,0,1,1,0,0,0,0,0,0,1,1,0
512,1,1,0,0,0,0,0,0,0,0,0,1,1,0
513,0,1,1,0,0,0,0,0,0,0,0,1,1,0
514,0,0,0,0,1,1,1,1,0,0,1,1,1,0
515,0,1,1,0,0,0,0,0,0,0,0,1,1,0
516,1,1,0,0,0,0,0,0,0,0,0,1,1,0
517,1,1,0,0,0,0,0,0,0,0,0,0,0,0
518,1,1,1,0,0,0,0,1,1,1,0,1,1,0
519,0,1,1,0,1,1,0,0,0,1,1,1,1,0
520,0,0,0,1,1,0,0,0,0,0,0,1,1,0
521,0,0,1,1,0,0,0,0,0,0,0,1,1,0
522,0,1,1,0,0,0,0,0,0,0,0,1,1,0
523,0,0,0,1,1,0,0,0,0,0,0,1,1,0
524,1,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,1,1,0
526,0,0,0,0,1,1,0,0,0,0,0,1,1,0
527,1,1,1,0,0,0,0,0,0,1,1,1,1,0
528,0,0,1,1,0,0,0,0,0,0,0,0,0,0
529,0,1,1,0,1,1,0,0,0,0,0,1,1,0
530,0,0,0,1,1,0,0,0,0,0,0,1,1,0
531,0,0,0,0,0,1,1,1,0,0,1,1,1,0
532,1,0,0,0,0,0,0,0,0,0,0,1,1,0
533,1,1,0,0,1,1,0,0,0,0,0,1,1,0
534,0,0,0,0,0,0,0,0,0,0,0,1,1,0
535,0,1,1,0,0,0,0,0,1,1,0,1,1,0
536,0,0,0,0,1,1,1,1,0,0,0,1,1,0
537,1,0,0,0,0,0,0,0,0,0,0,1,1,0
538,0,0,0,0,1,1,1,1,0,1,1,1,1,0
539,1,1,0,0,0,0,0,0,0,0,0,1,1,0
540,0,0,0,0,1,1,0,0,0,0,0,1,1,0
541,0,0,0,0,1,1,0,0,0,0,0,1,1,0
542,0,0,0,1,1,0,0,0,0,0,0,1,1,0
543,0,1,1,0,0,0,0,0,0,0,0,1,1,0
544,0,1,1,1,1,1,0,0,0,0,0,0,0,0
545,0,0,1,1,0,0,0,0,0,0,0,1,1,0
546,0,0,1,1,1,0,0,0,0,0,0,1,1,0
547,0,1,1,1,0,0,0,0,0,0,0,1,1,0
548,0,0,0,1,1,0,0,0,0,0,0,1,1,0
549,0,0,0,0,1,1,0,0,0,0,0,1,1,0
550,0,1,1,0,1,1,0,0,1,1,0,1,1,0
551,0,0,0,1,1,1,0,0,0,0,0,1,1,0
552,1,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0,0,1,1,0,0,0,0,0,0,0,1,1,0
554,0,0,0,1,1,0,0,0,0,0,0,1,1,0
555,1,1,0,0,0,0,0,0,0,0,0,1,1,0
556,1,1,1,0,0,0,0,0,0,0,0,0,0,0
557,0,0,0,1,1,0,0,0,0,0,0,1,1,0
558,1,1,0,0,0,0,0,0,0,0,0,1,1,0
559,0,0,1,1,0,0,0,0,0,0,0,1,1,0
560,0,0,0,1,1,0,0,0,0,0,0,1,1,0
561,0,0,0,1,1,0,0,0,0,0,0,1,1,0
562,0,0,0,1,1,0,0,0,0,0,0,0,0,0
563,1,1,1,0,0,0,0,0,0,0,0,1,1,0
564,0,1,1,0,0,0,1,1,0,0,0,1,1,0
565,0,0,0,1,1,0,0,0,0,0,0,1,1,0
566,0,0,0,0,0,0,0,0,0,0,0,1,1,0
567,0,0,0,0,0,0,1,1,0,0,0,1,1,0
568,0,1,1,1,1,0,0,0,0,0,0,1,1,0
569,0,0,0,0,0,0,1,1,0,0,0,1,1,0
570,0,0,0,0,0,0,0,1,1,1,1,0,0,0
571,1,1,0,0,0,0,0,0,0,0,0,1,1,0
572,0,1,1,0,0,0,0,0,0,0,0,0,0,0
573,0,0,1,1,0,0,0,0,0,0,0,1,1,1
574,1,1,1,0,0,0,0,0,1,1,0,0,0,0
575,0,0,0,0,1,1,1,1,0,0,0,1,1,0
576,0,0,1,1,0,0,0,0,0,0,0,1,1,0
577,1,1,0,0,0,0,0,0,0,0,0,1,1,0
578,0,0,0,0,1,1,0,0,0,0,0,0,0,0
579,0,0,0,0,1,1,1,1,0,0,0,1,1,0
580,1,1,0,0,0,0,0,0,0,0,0,1,1,0
581,1,0,0,0,0,0,0,0,0,0,0,1,1,0
582,1,1,0,0,0,0,0,1,1,0,0,1,1,0
583,0,0,0,0,0,0,1,1,0,0,0,1,1,0
584,1,1,0,0,0,0,0,0,0,0,0,1,1,0
585,0,1,1,0,0,0,0,0,1,1,0,1,1,0
586,1,1,0,0,1,1,0,1,1,0,0,1,1,0
587,0,1,1,0,1,1,0,0,0,1,1,0,0,0
588,0,1,1,1,0,0,1,1,0,0,0,1,1,1
589,0,0,0,0,1,1,0,0,0,0,0,1,1,0
590,0,0,1,1,0,0,0,0,0,0,0,0,0,0
591,1,0,0,0,0,0,0,0,0,0,0,1,1,0
592,1,1,1,1,0,0,0,0,0,0,0,1,1,0
593,0,0,1,1,0,0,0,0,0,0,0,1,1,0
594,1,0,1,1,0,0,0,0,0,0,0,1,1,0
595,0,0,1,1,0,0,0,0,0,0,0,1,1,0
596,1,1,1,1,0,0,0,0,0,0,0,1,1,0
597,1,1,1,0,0,0,0,0,0,0,0,1,1,0
598,1,1,1,1,0,0,0,0,0,0,0,1,1,0
599,0,1,1,0,0,0,0,0,0,1,1,1,1,0
600,0,0,0,0,1,1,1,1,0,0,1,1,1,0
601,0,0,0,0,0,0,1,1,0,0,0,1,1,0
602,0,0,0,0,1,1,0,0,0,0,0,1,1,0
603,1,1,1,1,0,0,0,0,0,0,0,1,1,1
604,0,1,1,0,0,0,0,0,0,0,0,1,1,0
605,1,0,0,0,0,1,1,0,0,0,1,1,1,0
606,0,0,1,1,0,0,0,0,0,0,0,1,1,0
607,0,0,0,0,0,0,0,0,0,1,1,0,0,0
608,0,1,1,0,1,1,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,1,1,0,0,0,0,0
610,1,1,0,0,0,0,0,0,0,0,0,1,1,0
611,0,0,1,1,0,0,0,0,0,0,0,0,0,1
612,1,1,1,1,1,0,0,0,0,0,0,0,0,0
613,1,1,0,0,0,0,0,0,0,0,0,0,0,0
614,0,1,1,0,0,0,0,0,0,1,1,1,1,0
615,0,0,0,1,1,0,0,0,0,0,0,1,1,0
616,0,1,1,0,0,0,0,0,0,0,0,1,1,0
617,0,0,0,0,0,0,1,1,1,0,0,1,1,0
618,0,1,1,0,0,0,0,0,0,0,0,0,0,0
619,0,0,0,0,1,1,0,0,0,0,0,1,1,0
620,0,0,0,0,1,1,1,0,0,0,0,1,1,0
621,0,0,1,1,0,0,0,0,0,0,0,1,1,0
622,0,1,1,1,0,0,0,0,0,0,0,1,1,0
623,1,1,0,0,0,0,0,0,0,0,0,1,1,0
624,0,0,0,0,0,1,1,0,0,0,0,0,0,0
625,0,0,1,1,0,0,0,0,0,0,0,0,0,0
626,0,0,0,1,1,0,0,0,0,0,0,1,1,0
627,0,0,0,1,1,0,0,0,0,0,0,1,1,0
628,1,1,0,0,0,0,0,0,0,0,0,1,1,0
629,1,0,0,0,0,1,1,1,0,0,0,1,1,0
630,0,1,1,0,0,0,0,1,1,0,0,1,1,0
631,0,0,1,1,0,0,0,0,0,0,0,1,1,0
632,0,1,1,0,0,0,0,0,1,1,0,1,1,0
633,0,0,0,0,1,1,0,1,1,0,0,1,1,0
634,1,0,0,0,0,0,0,0,0,0,0,1,1,0
635,0,0,0,1,1,0,0,0,0,0,0,1,1,0
636,0,0,1,1,0,0,0,0,0,0,0,1,1,0
637,1,1,0,0,0,0,0,0,0,0,0,1,1,0
638,0,0,1,1,0,0,0,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,0,0,0,1,1,0
640,1,1,1,1,1,0,0,1,1,0,0,1,1,0
641,0,0,1,1,1,1,0,0,0,0,0,1,1,0
642,0,0,1,1,0,0,0,0,0,0,0,1,1,0
643,0,1,1,1,0,0,0,0,0,1,1,1,1,0
644,0,0,1,1,0,0,0,0,0,0,0,1,1,0
645,0,0,0,0,0,0,1,1,0,0,0,0,0,0
646,0,0,0,0,0,0,0,1,1,0,0,0,0,0
647,1,1,0,0,0,0,0,0,0,0,0,1,1,0
648,0,1,1,0,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,1,1,0,0,0,1,1,0
650,0,0,1,1,0,0,0,1,1,0,0,0,0,0
651,0,0,0,0,1,1,1,1,0,0,0,1,1,0
652,0,0,0,0,0,1,1,0,0,0,0,0,0,0
653,0,0,1,1,0,0,0,1,1,0,0,1,1,0
654,0,1,1,0,0,0,0,0,0,0,0,1,1,0
655,0,0,0,0,0,0,1,1,0,0,0,1,1,0
656,1,1,0,0,0,0,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,0,1,1,0,0,0
658,0,0,0,0,1,1,1,1,0,0,0,1,1,0
659,0,0,0,0,1,1,0,0,0,0,0,1,1,0
660,0,0,1,1,0,0,0,0,0,0,0,1,1,0
661,0,0,0,0,1,1,1,1,0,0,0,1,1,0
662,1,1,0,0,0,0,0,0,0,0,0,1,1,0
663,0,1,1,0,0,0,1,1,0,0,0,1,1,0
664,0,0,0,0,0,1,1,0,0,0,1,1,1,0
665,0,0,1,1,1,1,0,0,0,0,0,0,0,0
666,0,0,1,1,0,0,0,0,0,0,0,1,1,0
667,0,0,0,0,0,0,1,1,0,0,0,1,1,0
668,1,1,0,0,1,1,0,0,0,0,0,1,1,0
669,0,0,0,0,1,1,1,1,0,0,0,1,1,0
670,0,1,1,0,0,0,0,0,0,0,0,0,0,0
671,0,1,1,1,0,0,0,1,1,0,0,1,1,0
672,0,1,1,0,0,0,0,0,0,0,0,1,1,0
673,1,1,0,0,0,0,0,1,1,0,0,0,0,0
674,1,0,0,0,0,0,0,0,0,0,0,0,0,0
675,0,0,1,1,0,0,1,1,0,0,0,1,1,0
676,0,0,0,1,1,0,0,0,0,0,0,1,1,0
677,0,0,0,0,0,0,0,0,0,1,1,0,0,0
678,1,1,0,0,1,1,0,0,0,0,0,1,1,0
679,0,1,1,0,1,1,0,0,0,0,0,1,1,0
680,0,0,0,0,0,0,0,0,0,0,0,1,1,0
681,1,0,0,0,0,0,0,0,0,0,0,1,1,0
682,0,0,1,1,0,0,0,0,0,0,0,1,1,0
683,0,0,0,0,1,1,1,1,0,0,0,1,1,0
684,0,1,1,1,1,0,0,0,0,0,0,1,1,0
685,0,0,0,0,0,1,1,0,0,0,1,1,0,0
686,1,1,1,1,0,0,0,0,0,0,0,1,1,0
687,0,0,0,1,1,0,0,0,0,0,0,1,1,0
688,0,0,1,1,0,0,0,0,0,0,0,1,1,0
689,1,1,1,0,0,0,0,0,0,0,0,1,1,0
690,0,0,0,0,1,1,0,0,0,0,0,1,1,0
691,0,0,1,1,0,0,0,0,0,1,1,1,1,0
692,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693,0,0,0,0,1,1,0,0,0,0,0,1,1,0
694,0,0,0,0,0,0,1,1,0,0,0,1,1,0
695,0,0,1,1,0,0,0,0,0,0,0,0,0,1
696,0,1,1,0,0,0,0,0,0,1,1,1,1,0
697,0,1,1,0,0,0,0,0,0,0,0,1,1,0
698,0,0,0,1,1,0,0,0,0,0,0,1,1,0
699,1,1,1,1,0,0,0,0,0,0,0,1,1,0
700,0,0,1,1,1,1,0,0,0,0,0,1,1,0
701,0,0,1,1,0,0,0,0,0,0,0,0,0,0
702,0,1,1,0,0,0,0,0,0,0,0,1,1,0
703,0,0,0,0,1,1,1,0,0,0,0,1,1,0
704,0,0,1,1,0,0,0,0,0,0,0,1,1,0
705,1,1,1,1,0,0,0,0,0,0,0,1,1,0
706,0,0,1,1,0,0,0,0,0,0,0,1,1,0
707,0,0,1,1,0,0,0,0,0,0,0,1,1,0
708,0,0,1,1,0,0,0,0,0,0,0,1,1,0
709,0,0,0,0,0,0,1,1,0,0,0,1,1,0
710,1,0,0,0,0,0,0,0,0,0,0,1,1,0
711,0,0,0,0,1,1,1,1,0,0,0,1,1,0
712,0,0,1,1,0,0,0,0,1,1,0,1,1,0
713,0,0,1,1,0,0,0,0,0,0,0,0,0,0
714,0,1,1,0,0,0,0,0,0,0,0,0,0,0
715,1,1,0,0,0,1,1,0,0,0,0,0,0,0
716,0,1,1,0,0,0,1,1,0,0,0,1,1,0
717,0,0,0,0,0,0,0,1,1,0,0,0,0,0
718,1,0,0,0,0,0,0,0,0,0,0,1,1,0
719,1,1,0,0,0,0,0,0,0,0,0,1,1,0
720,0,1,1,0,0,0,0,1,1,0,0,1,1,0
721,1,1,1,1,0,0,0,0,0,0,0,1,1,0
722,0,0,0,0,0,0,1,1,0,0,0,1,1,0
723,0,0,0,0,1,1,0,0,0,0,0,1,1,0
724,0,1,1,0,0,0,1,1,0,0,0,1,1,0
725,0,1,1,0,0,0,0,0,0,0,0,0,0,0
726,0,0,1,1,0,0,1,1,0,0,0,1,1,0
727,1,1,0,0,0,0,0,0,0,0,0,0,0,0
728,1,1,0,0,0,0,0,0,0,0,0,1,1,0
729,0,0,0,0,1,1,0,0,0,0,0,1,1,0
730,0,0,0,0,1,1,0,0,0,0,0,1,1,0
731,1,0,0,0,0,0,0,1,1,0,0,0,0,0
732,0,1,1,0,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,1,1,0,0,0,0,0,1,1,0
734,1,0,0,0,0,0,0,0,0,0,0,0,0,0
735,1,1,0,0,0,0,0,0,0,0,0,0,0,0
736,0,1,1,0,0,0,0,0,0,0,0,1,1,0
737,0,0,0,0,0,0,0,0,0,0,0,1,1,0
738,1,1,0,0,0,0,0,0,0,0,0,1,1,0
739,0,0,0,0,0,1,1,0,0,1,1,0,0,0
740,1,1,0,0,0,0,0,0,0,0,0,1,1,0
741,0,0,0,0,0,1,1,0,0,0,0,1,1,0
742,1,1,1,0,0,0,0,0,0,1,1,0,0,0
743,1,1,0,0,0,0,0,0,0,0,0,0,0,0
744,0,0,0,0,1,1,1,1,0,0,0,1,1,0
745,0,0,0,0,0,0,0,0,0,1,1,0,0,0
746,0,0,1,1,0,0,0,0,0,0,0,1,1,0
747,0,0,1,1,0,0,0,0,0,0,0,0,0,0
748,0,0,1,1,0,0,0,0,0,0,0,1,1,0
749,0,0,1,1,0,0,0,0,0,0,0,1,1,0
750,0,0,0,0,0,0,0,0,0,0,0,1,1,0
751,1,0,0,0,0,0,0,0,0,0,0,1,1,0
752,0,0,0,1,1,0,0,0,0,0,0,1,1,0
753,0,0,0,0,0,1,1,0,0,1,1,0,0,0
754,0,0,1,1,0,0,0,0,0,0,0,0,0,0
755,1,1,0,0,0,0,0,0,0,0,0,0,0,0
756,0,1,1,0,0,0,0,0,0,0,0,1,1,0
757,0,1,1,1,0,0,0,0,0,0,0,1,1,0
758,1,1,0,0,0,0,0,0,0,0,0,0,0,0
759,1,1,1,1,1,0,0,0,0,0,0,0,0,1
760,0,1,1,1,0,0,0,0,0,0,0,1,1,0
761,0,0,0,1,1,0,0,0,0,0,0,1,1,0
762,0,0,1,1,0,0,0,0,0,0,0,1,1,0
763,1,1,1,1,0,0,0,0,0,0,0,1,1,0
764,1,1,0,0,0,0,0,0,0,0,0,0,0,0
765,1,0,0,0,0,0,0,0,0,0,0,1,1,0
766,1,1,0,1,1,0,0,0,0,0,0,1,1,0
767,0,0,1,1,0,0,0,0,0,0,0,1,1,0
768,0,0,1,1,0,0,0,0,0,1,1,1,1,0
769,0,0,0,0,1,1,0,0,0,0,0,1,1,0
770,0,0,0,0,1,1,1,1,0,0,0,1,1,0
771,1,1,1,1,0,0,0,0,0,0,0,1,1,0
772,0,0,0,1,1,0,0,0,0,0,0,1,1,0
773,0,0,0,0,1,1,1,1,0,0,0,1,1,0
774,1,1,0,0,0,0,0,0,0,0,0,1,1,0
775,0,1,1,0,0,0,0,0,0,0,0,0,0,0
776,0,0,1,1,0,0,0,0,0,0,0,1,1,0
777,0,1,1,0,0,0,0,0,0,1,1,0,0,0
778,1,0,0,0,0,0,0,0,0,0,0,1,1,0
779,0,0,0,1,1,0,0,0,0,0,0,1,1,0
780,1,0,0,0,0,1,1,1,0,0,0,1,1,0
781,0,1,1,0,0,0,0,0,0,1,1,1,1,0
782,0,0,0,0,0,0,0,0,0,1,1,1,1,0
783,1,1,0,0,0,0,0,0,0,0,0,1,1,0
784,0,0,0,1,1,0,0,0,0,0,0,1,1,0
785,0,0,0,1,1,1,0,0,0,0,0,1,1,0
786,0,1,1,0,0,0,0,1,1,1,1,1,1,0
787,1,1,0,0,0,0,0,0,0,1,1,0,0,0
788,0,0,1,1,0,0,0,0,0,0,0,1,1,0
789,0,1,1,1,0,0,0,0,0,0,0,1,1,0
790,0,1,1,0,0,0,0,0,0,0,0,1,1,0
791,0,0,1,1,0,0,0,0,0,1,1,1,1,0
792,0,0,1,1,0,0,0,0,0,0,0,1,1,1
793,0,0,0,0,1,1,0,0,0,0,0,0,0,0
794,1,0,1,1,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,1,1,0,0,0,0,0,1,1,0
796,0,0,1,1,0,0,0,0,0,0,0,1,1,0
797,0,0,1,1,0,0,0,0,0,0,0,1,1,0
798,0,0,1,1,0,0,0,0,0,0,0,1,1,0
799,0,0,0,1,1,0,0,0,0,0,0,1,1,0
800,1,1,0,0,0,0,0,0,0,0,0,1,1,0
801,0,0,0,0,1,1,0,0,0,0,0,1,1,0
802,0,1,1,0,0,0,0,0,0,0,0,1,1,0
803,0,0,1,1,0,0,0,0,0,0,0,1,1,0
804,0,0,0,0,0,0,0,0,0,1,1,0,0,0
805,1,0,0,0,0,0,0,0,0,0,0,1,1,0
806,0,1,1,0,0,0,1,1,0,0,0,1,1,0
807,0,1,1,1,1,1,0,0,0,1,1,1,1,0
808,0,0,1,1,0,0,0,0,0,0,0,1,1,0
809,0,1,1,0,0,0,0,0,0,0,0,0,0,0
810,1,1,0,0,0,0,0,0,0,0,0,1,1,0
811,1,1,0,0,0,0,0,1,1,0,0,1,1,0
812,0,0,0,0,1,1,0,0,0,0,0,1,1,0
813,0,0,0,1,1,0,0,0,0,0,0,1,1,0
814,1,1,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,1,1,0,0,0,0,0,0,0,1,1,0
816,1,1,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,1,1,0,0,0,0,0,0,1,1,0
818,0,0,0,1,1,0,0,0,0,0,0,1,1,0
819,0,0,0,0,0,0,0,0,0,0,0,1,1,0
820,0,0,0,0,1,1,1,1,0,0,0,1,1,0
821,1,1,0,0,0,0,0,0,0,0,0,1,1,0
822,1,1,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0,1,1,0,0,1,1,0,0,0,1,1,0
824,0,0,1,1,0,0,1,1,0,0,0,1,1,0
825,0,0,0,1,1,0,0,0,0,0,0,1,1,0
826,0,0,0,0,1,1,0,0,0,0,0,1,1,0
827,1,1,1,0,0,0,0,1,1,0,0,0,0,0
828,0,0,0,1,1,0,0,0,0,0,0,1,1,0
829,1,1,1,1,0,0,0,0,0,0,0,0,0,0
830,0,0,0,1,1,0,0,0,0,0,0,1,1,0
831,1,1,0,0,0,0,0,0,0,0,0,0,0,0
832,0,1,1,0,0,0,0,1,1,0,0,0,0,0
833,0,0,0,1,1,0,0,0,0,0,0,1,1,0
834,0,0,1,1,0,0,0,0,0,0,0,0,0,0
835,0,0,1,1,0,0,0,0,0,0,0,1,1,0
836,1,1,0,0,0,0,0,0,0,0,0,1,1,0
837,0,0,0,0,1,1,1,1,0,1,1,1,1,0
838,0,0,1,1,0,0,0,0,0,0,0,0,0,0
839,0,0,1,1,0,0,1,1,0,0,0,1,1,0
840,0,0,0,0,0,0,0,0,0,1,1,0,0,0
841,1,1,0,0,0,0,0,0,0,1,1,1,1,0
842,1,0,0,0,0,0,0,0,0,0,0,1,1,0
843,1,1,0,0,0,0,0,1,1,0,0,1,1,0
844,0,0,1,1,0,0,0,0,0,0,0,1,1,0
845,0,0,1,1,0,0,0,0,0,0,0,0,0,1
846,0,0,0,1,1,0,0,0,0,0,0,1,1,0
847,0,0,1,1,0,0,0,0,0,0,0,1,1,0
848,0,1,1,0,0,0,0,0,0,0,0,0,0,0
849,0,0,1,1,0,0,0,0,0,0,0,0,0,0
850,1,1,0,0,0,0,0,0,0,0,0,0,0,0
851,0,1,1,0,0,0,0,0,1,1,0,0,0,0
852,0,1,1,0,0,0,0,0,0,0,0,1,1,0
853,0,1,1,0,0,0,0,0,0,0,0,1,1,0
854,1,1,0,0,0,0,0,0,0,0,0,1,1,0
855,0,0,1,1,0,0,0,0,0,0,0,0,0,0
856,0,0,1,1,0,0,0,0,0,0,0,1,1,0
857,0,1,1,0,0,0,0,0,0,0,0,1,1,0
858,0,0,1,1,0,0,0,0,0,0,0,1,1,0
859,0,0,1,1,0,0,0,0,0,0,0,1,1,0
860,0,0,1,1,0,0,1,1,0,0,0,1,1,0
861,1,1,0,0,1,1,0,0,0,0,0,0,0,0
862,0,1,1,1,0,0,0,0,1,1,0,1,1,0
863,1,1,0,0,0,0,0,0,0,0,0,0,0,0
864,1,1,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,0,0,0,0,0,0,0,0,0,1,1,0
866,0,0,0,1,1,1,0,0,0,0,0,1,1,0
867,0,1,1,0,0,0,0,0,0,0,0,0,0,0
868,0,0,0,0,1,1,0,1,1,1,1,0,0,0
869,0,0,0,1,1,0,0,0,0,0,0,1,1,0
870,0,0,0,0,0,0,1,1,0,0,0,1,1,0
871,1,1,0,0,0,0,0,0,0,0,0,1,1,0
872,0,1,1,0,1,1,1,1,0,0,0,1,1,0
873,0,0,0,0,1,1,0,0,0,0,0,1,1,0
874,0,0,0,1,1,0,0,0,0,0,0,1,1,0
875,0,0,1,1,0,0,0,0,0,0,0,1,1,0
876,0,1,1,0,0,0,0,0,0,0,0,0,0,0
877,0,1,1,0,0,0,0,0,0,0,0,1,1,0
878,0,0,0,0,0,0,0,0,0,0,1,1,1,0
879,0,0,0,0,0,0,0,0,0,0,0,1,1,0
880,1,1,0,0,0,0,0,0,0,0,0,1,1,0
881,0,1,1,0,0,0,0,0,0,0,0,1,1,0
882,0,1,1,0,1,1,1,0,0,0,0,1,1,0
883,0,1,1,0,0,0,0,0,0,0,0,1,1,0
884,0,0,0,0,0,1,1,0,0,0,0,1,1,0
885,0,0,1,1,0,0,0,0,0,0,0,1,1,0
886,1,1,0,0,1,1,0,0,0,0,0,1,1,0
887,0,1,1,0,0,0,0,0,0,0,0,1,1,0
888,0,0,1,1,0,0,0,0,0,0,0,1,1,0
889,1,1,1,0,0,0,0,0,0,0,0,1,1,0
890,0,0,1,1,0,0,1,1,0,0,0,1,1,0
891,0,1,1,0,1,1,1,1,1,1,0,1,1,0
892,0,0,1,1,0,0,0,0,0,0,0,1,1,0
893,1,0,0,0,0,0,0,0,0,0,0,0,0,0
894,0,1,1,0,1,1,1,1,0,1,1,1,1,0
895,0,0,0,0,1,1,0,0,0,0,0,1,1,0
896,0,1,1,0,0,0,0,0,0,0,0,0,0,0
897,1,1,0,0,1,1,0,0,0,0,0,1,1,0
898,1,1,0,0,0,0,0,0,0,0,0,1,1,0
899,1,1,1,0,0,0,0,1,1,0,0,0,0,0
900,0,0,1,1,0,0,0,0,0,0,0,0,0,0
901,1,0,0,0,0,0,0,0,0,0,0,0,0,0
902,1,1,0,0,1,1,0,0,0,0,0,1,1,0
903,1,1,0,0,0,0,0,0,0,0,0,1,1,0
904,0,0,1,1,0,0,1,1,0,0,0,0,0,0
905,1,1,1,0,0,0,0,0,0,0,0,0,0,0
906,1,1,1,1,0,0,0,0,0,0,0,1,1,0
907,0,0,0,1,1,0,0,0,0,0,0,1,1,0
908,1,1,0,0,0,1,1,1,0,0,1,1,1,0
909,1,1,0,0,0,1,1,1,0,0,0,1,1,0
910,0,0,0,0,1,1,0,0,0,0,0,1,1,0
911,1,1,0,0,0,0,0,0,0,0,0,0,0,0
912,1,1,1,0,0,0,0,0,0,0,0,0,0,0
913,1,1,1,0,0,0,0,0,0,0,0,1,1,0
914,1,1,0,0,0,0,0,0,0,0,0,1,1,0
915,0,1,1,0,0,0,1,1,0,0,0,1,1,0
916,1,1,0,0,0,1,1,0,0,0,1,1,0,0
917,0,0,1,1,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,1,1,0,0,0,1,1,0
919,0,1,1,0,0,0,0,0,0,0,0,1,1,0
920,0,0,1,1,0,0,0,0,0,0,0,1,1,1
921,1,1,0,0,0,0,0,0,0,0,0,0,0,0
922,0,0,1,1,0,0,0,0,0,0,0,1,1,0
923,0,1,1,0,0,0,0,0,0,0,0,0,0,0
924,0,1,1,0,1,1,0,0,0,0,0,1,1,0
925,0,0,0,1,1,0,0,0,0,0,0,1,1,0
